,potential_total_value_of_award,awarding_office_name,funding_office_name,foreign_funding,recipient_city_name,recipient_county_name,recipient_state_code,recipient_zip_4_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_zip_4,award_type,type_of_contract_pricing,number_of_actions,product_or_service_code,contract_bundling,naics_code,recovered_materials_sustainability,domestic_or_foreign_entity,epa_designated_product,country_of_product_or_service_origin,place_of_manufacture,extent_competed,solicitation_procedures,commercial_item_acquisition_procedures,small_business_competitiveness_demonstration_program,simplified_procedures_for_certain_commercial_items,local_area_set_aside,clinger_cohen_act_planning,labor_standards,contracting_officers_determination_of_business_size,labor_surplus_area_firm,contingency_humanitarian_or_peacekeeping_operation,alaskan_native_corporation_owned_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_organization_owned_firm,tribally_owned_firm,veteran_owned_business,service_disabled_veteran_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,joint_venture_women_owned_small_business,joint_venture_economic_disadvantaged_women_owned_small_bus,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code,emerging_small_business,community_developed_corporation_owned_firm,us_federal_government,federally_funded_research_and_development_corp,federal_agency,us_state_government,us_local_government,city_local_government,county_local_government,inter_municipal_local_government,local_government_owned,municipality_local_government,school_district_local_government,township_local_government,us_tribal_government,foreign_government,organizational_type,corporate_entity_not_tax_exempt,corporate_entity_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,small_agricultural_cooperative,international_organization,us_government_entity,community_development_corporation,domestic_shelter,educational_institution,foundation,hospital_flag,manufacturer_of_goods,veterinary_hospital,hispanic_servicing_institution,receives_contracts,receives_financial_assistance,receives_contracts_and_financial_assistance,airport_authority,council_of_governments,housing_authorities_public_tribal,interstate_entity,planning_commission,port_authority,transit_authority,subchapter_scorporation,limited_liability_corporation,foreign_owned,for_profit_organization,nonprofit_organization,other_not_for_profit_organization,the_ability_one_program,private_university_or_college,state_controlled_institution_of_higher_learning,1862_land_grant_college,1890_land_grant_college,1994_land_grant_college,minority_institution,historically_black_college,tribal_college,alaskan_native_servicing_institution,native_hawaiian_servicing_institution,school_of_forestry,veterinary_college,dot_certified_disadvantage,self_certified_small_disadvantaged_business,small_disadvantaged_business,c8a_program_participant,historically_underutilized_business_zone_hubzone_firm,sba_certified_8a_joint_venture,action_date,period_of_performance_start_date
1051,57500.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,BILLERICA,MIDDLESEX,MA,018213934,BILLERICA,25017.0,25.0,18213934.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334516.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,MFG IN U.S.,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-22,2023-08-22
1052,12285.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,CAMBRIDGE,MIDDLESEX,MA,021393357,CAMBRIDGE,25017.0,25.0,21393357.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,7A21,NOT BUNDLED,541519.0,ENVIRONMENTALLY PREFERABLE,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,NOT REQUIRED,UNITED STATES,MFG IN U.S.,NOT COMPETED,ONLY ONE SOURCE,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-24,2023-08-28
1053,15740.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,OVERLAND PARK,JOHNSON,KS,662132672,MISSION,20091.0,20.0,662220408,PURCHASE ORDER,FIRM FIXED PRICE,1.0,U005,NOT BUNDLED,813920.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE TAX EXEMPT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-24,2023-08-24
1054,22162.41,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,NORTH BILLERICA,MIDDLESEX,MA,018622524,DURHAM,37063.0,37.0,277110001,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J066,NOT BUNDLED,811210.0,ENVIRONMENTALLY PREFERABLE,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-25,2023-08-25
1055,15820.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,FAIRBORN,GREENE,OH,453246355,FAIRBORN,39057.0,39.0,453246355,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334513.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,CANADA,MFG OUTSIDE U.S. - DOMESTIC NONAVAILABILITY,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-07,2023-09-07
1056,22625.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,WHITE BEAR LAKE,RAMSEY,MN,551103325,GULF BREEZE,12033.0,12.0,325615299,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J041,NOT BUNDLED,333415.0,ENVIRONMENTALLY PREFERABLE,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,MEETS REQUIREMENTS,UNITED STATES,NOT A MANUFACTURED END PRODUCT,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,YES,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-31,2023-08-31
1057,16977.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,DURHAM,DURHAM,NC,277054640,DURHAM,37063.0,37.0,277054677.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,B599,NOT BUNDLED,541380.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE TAX EXEMPT,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-07,2023-09-07
1058,94530.99,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,WEST PALM BEACH,PALM BEACH,FL,334071976,WEST PALM BEACH,12099.0,12.0,334071976,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J066,NOT BUNDLED,811210.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-01,2023-09-01
1059,209456.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,BREA,ORANGE,CA,928216232,DURHAM,37063.0,37.0,277110001.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J066,NOT BUNDLED,811210.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,NOT A MANUFACTURED END PRODUCT,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-08,2023-09-11
1060,249510.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,CHESTERFIELD,ST. LOUIS,MO,630051271,CHESTERFIELD,29189.0,29.0,630051271.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,7A20,NOT BUNDLED,541511.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,MFG IN U.S.,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-13,2023-10-01
1061,10225.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,HOUSTON,HARRIS,TX,770426703,HOUSTON,48201.0,48.0,770426703,PURCHASE ORDER,FIRM FIXED PRICE,1.0,7A21,NOT BUNDLED,541511.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-07,2023-09-07
1062,12720.61,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,WILMINGTON,NEW CASTLE,DE,198081610,CINCINNATI,39061.0,39.0,452680001.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334516.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,MFG IN U.S.,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-07,2023-09-07
1063,30000.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,NORWELL,PLYMOUTH,MA,020611612,NORWELL,25023.0,25.0,20611612.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,F107,NOT BUNDLED,562112.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-10,2023-09-10
1064,22147.21,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,INDIANAPOLIS,MARION,IN,462282318,INDIANAPOLIS,18097.0,18.0,462602318.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,423490.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2023-09-12,2023-09-12
1065,17437.5,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,MILFORD,WORCESTER,MA,017573604,MILFORD,25027.0,25.0,17573604.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,7A21,NOT BUNDLED,513210.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-11,2023-09-11
1066,12424.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,AVONDALE,CHESTER,PA,193119514,ATHENS,13059.0,13.0,306052720.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,U099,NOT BUNDLED,611430.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,CONTINGENCY OPERATION AS DEFINED IN 10 U.S.C. 101(A)(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE TAX EXEMPT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-11,2023-09-11
1067,15003.35,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,SAN JOSE,SANTA CLARA,CA,951311033,DURHAM,37063.0,37.0,277090317.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334516.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,MFG IN U.S.,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-13,2023-09-13
1068,13991.11,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,LOGAN,CACHE,UT,843211784,LOGAN,49005.0,49.0,843211784,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334513.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,CONTINGENCY OPERATION AS DEFINED IN 10 U.S.C. 101(A)(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-12,2023-09-12
1069,15400.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,CORVALLIS,BENTON,OR,973318655,CORVALLIS,41003.0,41.0,973318655.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,B529,NOT BUNDLED,518210.0,ENVIRONMENTALLY PREFERABLE,OTHER U.S. ENTITY (E.G. GOVERNMENT),NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED,ONLY ONE SOURCE,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,US GOVERNMENT ENTITY,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2023-09-12,2023-09-12
1070,14117.43,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,DALLAS,DALLAS,TX,752314180,DALLAS,48113.0,48.0,752314180.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,423490.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2023-09-18,2023-09-15
1071,11950.2,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,ANN ARBOR,WASHTENAW,MI,481082419,ANN ARBOR,26161.0,26.0,481082419,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6810,NOT BUNDLED,325199.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-18,2023-09-18
1072,49999.98,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,FRAMINGHAM,MIDDLESEX,MA,024722418,FRAMINGHAM,25017.0,25.0,17024473.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,B504,NOT BUNDLED,541715.0,ENVIRONMENTALLY PREFERABLE,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-27,2023-09-27
1073,60000.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,EAST PALO ALTO,SANTA CLARA,CA,943032917,DURHAM,37063.0,37.0,277110001.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,R499,NOT BUNDLED,518210.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOLE PROPRIETORSHIP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023-09-21,2023-09-21
